timestamp,voltage,current,temperature,humidity,transistor_state
2024-10-08 13:22:35,5.12,24.2,25.8,10.0,0
2024-10-08 13:22:37,5.12,24.0,25.8,10.0,0
2024-10-08 13:22:39,5.12,24.2,25.8,9.0,0
2024-10-08 13:22:41,5.12,23.9,25.8,9.0,0
2024-10-08 13:22:43,5.12,23.9,25.8,9.0,0
2024-10-08 13:22:44,5.12,24.1,25.8,9.0,0
2024-10-08 13:22:47,5.12,23.9,25.7,10.0,0
2024-10-08 13:22:49,5.13,24.1,25.7,10.0,0
2024-10-08 13:22:51,5.12,24.0,25.7,10.0,0
2024-10-08 13:22:53,5.12,24.2,25.6,10.0,0
2024-10-08 13:22:54,5.12,24.2,25.6,10.0,0
2024-10-08 13:22:56,5.12,24.0,25.6,10.0,0
2024-10-08 13:22:58,5.12,23.8,25.5,9.0,0
2024-10-08 13:22:59,5.12,24.3,25.5,9.0,0
2024-10-08 13:23:02,5.12,24.0,25.6,9.0,0
2024-10-08 13:23:03,5.12,23.7,25.6,9.0,0
2024-10-08 13:23:05,5.12,23.8,25.5,9.0,0
2024-10-08 13:23:07,5.12,24.3,25.5,9.0,0
2024-10-08 13:23:08,5.12,23.8,25.5,10.0,0
2024-10-08 13:23:09,5.12,24.0,25.5,10.0,0
2024-10-08 13:23:10,5.12,24.0,25.5,10.0,0
2024-10-08 13:23:11,5.12,23.8,25.5,10.0,0
2024-10-08 13:23:14,5.12,38.7,25.5,9.0,0
2024-10-08 13:23:16,5.12,24.0,25.6,9.0,0
2024-10-08 13:23:17,5.12,24.3,25.6,9.0,0
2024-10-08 13:23:19,5.12,24.2,25.5,9.0,0
2024-10-08 13:23:20,5.12,24.5,25.5,9.0,0
2024-10-08 13:23:21,5.12,24.0,25.5,9.0,0
2024-10-08 13:23:23,5.13,24.5,25.4,10.0,0
2024-10-08 13:23:26,5.12,23.7,25.4,10.0,0
2024-10-08 13:23:27,5.12,23.9,25.4,10.0,0
2024-10-08 13:23:30,5.12,23.9,25.4,9.0,0
2024-10-08 13:23:32,5.12,24.1,25.4,9.0,0
2024-10-08 13:23:33,5.12,24.3,25.4,9.0,0
2024-10-08 13:23:35,5.12,23.7,25.4,9.0,0
2024-10-08 13:23:36,5.12,24.0,25.4,9.0,0
2024-10-08 13:23:38,5.12,23.9,25.4,10.0,0
2024-10-08 13:23:40,5.12,24.1,25.4,10.0,0
2024-10-08 13:23:42,5.12,24.2,25.4,10.0,0
2024-10-08 13:23:43,5.12,23.9,25.4,10.0,0
2024-10-08 13:23:46,5.12,24.9,25.3,9.0,0
2024-10-08 13:23:48,5.12,28.8,25.2,9.0,0
2024-10-08 13:23:50,5.12,23.7,25.2,9.0,0
2024-10-08 13:23:51,5.12,23.2,25.4,12.0,0
2024-10-08 13:23:52,5.12,22.6,25.4,12.0,0
2024-10-08 13:23:53,5.13,23.1,25.3,32.0,0
2024-10-08 13:23:54,5.12,23.0,25.3,32.0,0
2024-10-08 13:23:57,5.12,22.6,25.2,40.0,0
2024-10-08 13:23:58,5.12,23.1,25.2,40.0,0
2024-10-08 13:24:01,5.12,22.9,25.2,45.0,0
2024-10-08 13:24:03,5.12,23.4,25.2,47.0,0
2024-10-08 13:24:04,5.12,23.2,25.2,47.0,0
2024-10-08 13:24:07,5.12,23.3,25.3,46.0,0
2024-10-08 13:24:10,5.12,23.2,25.1,46.0,0
2024-10-08 13:24:12,5.12,22.9,25.4,46.0,0
2024-10-08 13:24:13,5.12,23.0,25.4,46.0,0
2024-10-08 13:24:16,5.12,23.0,25.6,46.0,0
2024-10-08 13:24:19,5.12,22.7,25.3,45.0,0
2024-10-08 13:24:20,5.12,22.8,25.3,45.0,0
2024-10-08 13:24:22,5.12,22.7,25.3,45.0,0
2024-10-08 13:24:23,5.12,22.8,25.3,45.0,0
2024-10-08 13:24:26,5.12,23.0,25.1,45.0,0
2024-10-08 13:24:27,5.12,22.8,25.1,45.0,0
2024-10-08 13:24:30,5.12,22.8,25.1,45.0,0
2024-10-08 13:24:32,5.12,24.9,25.1,45.0,0
2024-10-08 13:24:35,5.12,24.2,25.1,45.0,0
2024-10-08 13:24:36,5.12,24.1,25.1,45.0,0
2024-10-08 13:24:39,5.12,25.0,24.9,45.0,0
2024-10-08 13:24:40,5.13,24.5,24.9,45.0,0
2024-10-08 13:24:42,5.12,23.9,25.1,45.0,0
2024-10-08 13:24:45,5.12,24.5,25.1,45.0,0
2024-10-08 13:24:48,5.12,24.3,25.1,45.0,0
2024-10-08 13:24:50,5.12,24.1,25.1,45.0,0
2024-10-08 13:24:53,5.12,24.3,25.1,45.0,0
2024-10-08 13:24:54,5.12,24.0,25.1,45.0,0
2024-10-08 13:24:57,5.12,23.7,25.0,45.0,0
2024-10-08 13:24:59,5.12,23.6,25.1,45.0,0
2024-10-08 13:25:02,5.12,23.6,25.1,45.0,0
2024-10-08 13:25:03,5.12,23.6,25.1,45.0,0
2024-10-08 13:25:06,5.12,24.3,25.1,45.0,0
2024-10-08 13:25:07,5.12,24.1,25.1,45.0,0
2024-10-08 13:25:09,5.12,23.9,25.1,45.0,0
2024-10-08 13:25:10,5.12,24.1,25.1,45.0,0
2024-10-08 13:25:13,5.12,24.2,25.1,44.0,0
2024-10-08 13:25:15,5.12,23.5,25.1,44.0,0
2024-10-08 13:25:18,5.12,23.3,25.0,43.0,0
2024-10-08 13:25:21,5.12,25.3,25.0,43.0,0
2024-10-08 13:25:22,5.12,24.4,25.0,43.0,0
2024-10-08 13:25:24,5.12,24.0,25.1,36.0,0
2024-10-08 13:25:27,5.12,24.1,25.0,26.0,0
2024-10-08 13:25:30,5.13,24.2,25.1,21.0,0
2024-10-08 13:25:32,5.12,24.2,25.1,18.0,0
2024-10-08 13:25:35,5.12,24.4,25.1,16.0,0
2024-10-08 13:25:37,5.13,24.0,25.1,15.0,0
2024-10-08 13:25:40,5.12,24.1,25.1,13.0,0
2024-10-08 13:25:43,5.12,24.4,24.9,13.0,0
2024-10-08 13:25:45,5.12,23.7,25.1,12.0,0
2024-10-08 13:25:47,5.12,23.9,25.1,12.0,0
2024-10-08 13:25:50,5.12,23.8,25.1,11.0,0
2024-10-08 13:25:53,5.12,24.2,25.1,11.0,0
2024-10-08 13:25:54,5.12,23.9,25.1,11.0,0
2024-10-08 13:25:56,5.12,23.7,25.0,11.0,0
2024-10-08 13:25:59,5.12,23.8,25.1,10.0,0
2024-10-08 13:26:01,5.12,23.9,25.1,10.0,0
2024-10-08 13:26:04,5.12,23.9,25.0,10.0,0
2024-10-08 13:26:07,5.12,23.7,25.1,10.0,0
2024-10-08 13:26:09,5.12,23.6,25.1,9.0,0
2024-10-08 13:26:10,5.13,23.8,25.1,9.0,0
2024-10-08 13:26:13,5.12,24.1,25.0,9.0,0
2024-10-08 13:26:16,5.12,23.7,25.1,9.0,0
2024-10-08 13:26:17,5.12,24.1,25.1,9.0,0
2024-10-08 13:26:19,5.12,23.6,25.1,9.0,0
2024-10-08 13:26:22,5.13,23.8,25.0,9.0,0
2024-10-08 13:26:23,5.12,23.8,25.0,9.0,0
2024-10-08 13:26:26,5.12,23.6,24.8,9.0,0
2024-10-08 13:26:28,5.12,23.8,25.0,9.0,0
2024-10-08 13:26:29,5.12,23.9,25.0,9.0,0
2024-10-08 13:26:32,5.12,23.7,25.0,9.0,0
2024-10-08 13:26:33,5.12,23.6,25.0,9.0,0
2024-10-08 13:26:34,5.12,23.9,25.0,9.0,0
2024-10-08 13:26:37,5.12,23.4,25.0,9.0,0
2024-10-08 13:26:39,5.12,23.7,25.0,9.0,0
2024-10-08 13:26:42,5.12,23.8,25.1,9.0,0
2024-10-08 13:26:45,5.12,23.5,25.0,9.0,0
2024-10-08 13:26:47,5.12,23.7,25.0,9.0,0
2024-10-08 13:26:48,5.12,23.6,25.0,9.0,0
2024-10-08 13:26:51,5.12,23.5,24.9,9.0,0
2024-10-08 13:26:52,5.12,23.7,24.9,9.0,0
2024-10-08 13:26:55,5.12,23.8,25.0,9.0,0
2024-10-08 13:26:57,5.12,23.5,24.9,9.0,0
2024-10-08 13:27:00,5.12,23.8,25.0,9.0,0
2024-10-08 13:27:03,5.12,23.8,25.0,9.0,0
2024-10-08 13:27:05,5.12,24.0,25.1,9.0,0
2024-10-08 13:27:08,5.12,23.8,24.9,9.0,0
2024-10-08 13:27:11,5.12,23.8,25.0,9.0,0
2024-10-08 13:27:12,5.13,23.8,25.0,9.0,0
2024-10-08 13:27:14,5.12,23.8,25.1,9.0,0
2024-10-08 13:27:17,5.12,23.8,25.0,9.0,0
2024-10-08 13:27:20,5.12,24.0,25.0,9.0,0
2024-10-08 13:27:22,5.12,23.7,24.9,9.0,0
2024-10-08 13:27:25,5.12,23.9,24.9,9.0,0
2024-10-08 13:27:28,5.12,23.9,25.0,9.0,0
2024-10-08 13:27:29,5.12,23.9,25.0,9.0,0
2024-10-08 13:27:31,5.12,38.5,24.9,9.0,0
2024-10-08 13:27:32,5.12,37.9,24.9,9.0,0
2024-10-08 13:27:34,5.12,23.8,24.9,9.0,0
2024-10-08 13:27:36,5.13,23.8,24.9,9.0,0
2024-10-08 13:27:37,5.13,23.8,24.9,9.0,0
